File name,Class,Number of faces,Number of vertices,Type of faces,Bounding box
D00315,Insect,572,314,[3],[-0.847541  1.05471  -0.576315  0.521783 -0.386991  0.31821 ]
D00333,Insect,11290,6007,[3],[-0.996985  0.879448 -0.670121  0.783971 -0.196507  0.166298]
D00399,Insect,5295,2763,[3],[-0.842466  0.545133 -0.762766  0.788803 -0.202458  0.117258]
D00430,Insect,46540,23399,[3],[-0.565133  0.873837 -0.733305  0.63008  -0.410588  0.229497]
D00510,Insect,550,329,[3],[-1.1402    0.579229 -0.783654  0.707175 -0.249673  0.37224 ]
D00590,Insect,2580,1430,[3],[-0.85955   0.805471 -0.525911  0.632315 -0.110485  0.154002]
D00615,Insect,5088,2546,[3],[-0.845745  0.841217 -0.766987  0.61171  -0.416725  0.589214]
D00662,Insect,41626,24324,[3],[-0.619204  1.10955  -0.648371  0.862876 -0.400845  0.469449]
D00668,Insect,30554,15305,[3],[-0.530873  0.878667 -0.539442  0.377408 -0.529794  0.412703]
D00672,Insect,5490,3334,[3],[-1.04573   0.752024 -0.573711  0.707397 -0.302292  0.35025 ]
D00695,Insect,1500,790,[3],[-0.579904  0.86988  -0.511946  0.491656 -0.243856  0.114184]
D00713,Insect,6808,1728,[3],[-0.891573  0.743563 -0.858824  0.436414 -0.272601  0.582014]
D00732,Insect,23932,12603,[3],[-0.925133  0.772863 -0.900313  0.605074 -0.320589  0.48605 ]
D00734,Insect,2976,1588,[3],[-0.824841  0.858055 -0.809035  0.811639 -0.329979  0.313494]
D00746,Insect,8324,4250,[3],[-0.855579  0.842592 -0.590112  0.768224 -0.371106  0.348807]
D00752,Insect,25000,12528,[3],[-0.774579  0.895249 -0.823453  0.683624 -0.287331  0.289238]
D00753,Insect,19952,10092,[3],[-0.631165  0.889711 -0.383393  0.413214 -0.353821  0.468904]
D00774,Insect,2980,1548,[3],[-0.916614  0.931469 -0.589496  0.632748 -0.153404  0.40017 ]
D00786,Insect,5358,2859,[3],[-1.0366    0.704783 -0.470075  0.480628 -0.506521  0.194078]
D00787,Insect,972,562,[3],[-1.03133   0.943584 -0.269697  0.241011 -0.015994  0.015817]
D00788,Insect,9662,6175,[3],[-0.845478  0.733617 -0.578823  0.667159 -0.404241  0.467619]
D00806,Insect,578,309,[3],[-0.821831  0.662518 -0.734649  0.720388 -0.381115  0.449918]
D00814,Insect,2628,1362,[3],[-0.755762  0.717292 -0.639358  0.717901 -0.114302  0.167985]
D00855,Insect,554,299,[3],[-1.04037   0.758869 -0.754949  0.651422 -0.202695  0.334673]
D00884,Insect,41626,24324,[3],[-0.604237  1.04922  -0.664866  0.802399 -0.381167  0.461935]
D00895,Insect,15702,4173,[3],[-0.983625  0.707715 -0.625597  0.430913 -0.731623  0.388597]
D00973,Insect,15145,7638,[3],[-1.03917   0.795363 -0.701223  0.418972 -0.30201   0.466114]
D00989,Insect,588,313,[3],[-0.710007  1.06526  -0.6137    0.655338 -0.172699  0.227779]
m0,Insect,492,298,[3],[0.025    0.642549 0.025    0.547541 0.025    0.975   ]
m1,Insect,410,255,[3],[0.025    0.424855 0.025    0.384845 0.025    0.975   ]
m10,Insect,2628,1362,[3],[0.025    0.894109 0.025    0.975    0.025    0.222438]
m11,Insect,724,368,[3],[0.025    0.975    0.025    0.50912  0.025    0.100962]
m12,Insect,500,278,[3],[0.025    0.975    0.025    0.377544 0.025    0.563472]
m13,Insect,1087,491,[3],[0.025    0.553288 0.025    0.177515 0.025    0.975   ]
m14,Insect,1678,891,[3],[0.025    0.975    0.025    0.715939 0.025    0.773575]
m15,Insect,724,368,[3],[0.025    0.975    0.025    0.416924 0.025    0.503842]
m16,Insect,5162,2666,[3],[0.025    0.975    0.025    0.270136 0.025    0.718665]
m17,Insect,2980,1548,[3],[0.025    0.975    0.025    0.293822 0.025    0.654721]
m18,Insect,8324,4250,[3],[0.025    0.975    0.025    0.423912 0.025    0.786683]
m19,Insect,5490,3339,[3],[0.025    0.975    0.025    0.346508 0.025    0.635714]
m2,Insect,6667,3495,[3],[0.025    0.61683  0.025    0.515443 0.025    0.975   ]
m20,Insect,3042,1624,[3],[0.025    0.975    0.025    0.418756 0.025    0.928792]
m21,Insect,556,346,[3],[0.025    0.975    0.025    0.524133 0.025    0.828255]
m22,Insect,620,333,[3],[0.025    0.975    0.025    0.42875  0.025    0.684062]
m23,Insect,876,462,[3],[0.025    0.475631 0.025    0.425936 0.025    0.975   ]
m24,Insect,284,163,[3],[0.025   0.975   0.025   0.42875 0.025   0.85625]
m25,Insect,2494,1249,[3],[0.025    0.817473 0.025    0.502402 0.025    0.975   ]
m26,Insect,10274,5266,[3],[0.025    0.845772 0.025    0.424813 0.025    0.975   ]
m3,Insect,912,486,[3],[0.025    0.931406 0.025    0.556332 0.025    0.975   ]
m4,Insect,8216,4346,[3],[0.025    0.556745 0.025    0.975    0.025    0.332245]
m6,Insect,17998,9184,[3],[0.025    0.668147 0.025    0.702228 0.025    0.975   ]
m7,Insect,506,265,[3],[0.025    0.570829 0.025    0.577454 0.025    0.975   ]
m8,Insect,698,423,[3],[0.025    0.478489 0.025    0.975    0.025    0.834222]
m9,Insect,894,557,[3],[0.025    0.830435 0.025    0.975    0.025    0.482593]
m1147,Jet,2320,1149,[3],[0.025    0.975    0.025    0.33131  0.025    0.884672]
m1149,Jet,5874,3003,[3],[0.025    0.975    0.025    0.305634 0.025    0.769297]
m1150,Jet,1228,622,[3],[0.025    0.743256 0.025    0.201238 0.025    0.975   ]
m1151,Jet,1660,858,[3],[0.025    0.975    0.025    0.267357 0.025    0.949829]
m1152,Jet,6881,3726,[3],[0.025    0.922454 0.025    0.41384  0.025    0.975   ]
m1153,Jet,1478,743,[3],[0.025    0.79127  0.025    0.364467 0.025    0.975   ]
m1154,Jet,1000,520,[3],[0.025    0.849758 0.025    0.284141 0.025    0.975   ]
m1155,Jet,5724,3680,[3],[0.025    0.816625 0.025    0.228519 0.025    0.975   ]
m1156,Jet,2452,1335,[3],[0.025    0.975    0.025    0.21293  0.025    0.832103]
m1157,Jet,2088,1264,[3],[0.025    0.975    0.025    0.70371  0.025    0.185832]
m1158,Jet,588,336,[3],[0.025    0.908575 0.025    0.453995 0.025    0.975   ]
m1159,Jet,6881,3726,[3],[0.025    0.922454 0.025    0.41384  0.025    0.975   ]
m1161,Jet,1692,1486,[3],[0.025    0.931591 0.025    0.32614  0.025    0.975   ]
m1162,Jet,5706,2960,[3],[0.025    0.830816 0.025    0.975    0.025    0.273857]
m1163,Jet,2778,1014,[3],[0.025    0.931034 0.025    0.302749 0.025    0.975   ]
m1165,Jet,768,448,[3],[0.025    0.975    0.025    0.794583 0.025    0.271841]
m1166,Jet,772,349,[3],[0.025    0.871807 0.025    0.252024 0.025    0.975   ]
m1167,Jet,3992,2838,[3],[0.025    0.697772 0.025    0.283484 0.025    0.975   ]
m1168,Jet,1106,500,[3],[0.025    0.651374 0.025    0.244231 0.025    0.975   ]
m1169,Jet,2237,1198,[3],[0.025    0.663453 0.025    0.309501 0.025    0.975   ]
m1171,Jet,5622,3110,[3],[0.025    0.975    0.025    0.280738 0.025    0.736381]
m1172,Jet,4928,1965,[3],[0.025    0.975    0.025    0.770694 0.025    0.204025]
m1173,Jet,4856,2572,[3],[0.025    0.975    0.025    0.790161 0.025    0.261539]
m1174,Jet,552,281,[3],[0.025    0.512874 0.025    0.217563 0.025    0.975   ]
m1175,Jet,4592,2344,[3],[0.025    0.665258 0.025    0.321351 0.025    0.975   ]
m1176,Jet,642,213,[3],[0.025    0.804891 0.025    0.220564 0.025    0.975   ]
m1177,Jet,1010,507,[3],[0.025    0.857283 0.025    0.307677 0.025    0.975   ]
m1178,Jet,572,258,[3],[0.025    0.468333 0.025    0.214472 0.025    0.975   ]
m1179,Jet,1994,1203,[3],[0.025    0.609267 0.025    0.217744 0.025    0.975   ]
m1180,Jet,1058,531,[3],[0.025    0.656849 0.025    0.231708 0.025    0.975   ]
m1181,Jet,816,412,[3],[0.025   0.74921 0.025   0.23884 0.025   0.975  ]
m1182,Jet,354,179,[3],[0.025    0.950143 0.025    0.975    0.025    0.248351]
m1183,Jet,780,520,[3],[0.025    0.975    0.025    0.826917 0.025    0.222658]
m1184,Jet,382,182,[3],[0.025    0.510179 0.025    0.293601 0.025    0.975   ]
m1185,Jet,338,152,[3],[0.025    0.470517 0.025    0.247759 0.025    0.975   ]
m1187,Jet,596,299,[3],[0.025    0.658333 0.025    0.26859  0.025    0.975   ]
m1188,Jet,538,279,[3],[0.025    0.787454 0.025    0.27522  0.025    0.975   ]
m1190,Jet,318,142,[3],[0.025    0.683603 0.025    0.321924 0.025    0.975   ]
m1191,Jet,2444,1295,[3],[0.025   0.975   0.025   0.89012 0.025   0.17626]
m1193,Jet,2030,1020,[3],[0.025    0.521407 0.025    0.211361 0.025    0.975   ]
m1194,Jet,1188,757,[3],[0.025    0.975    0.025    0.750378 0.025    0.251583]
m1195,Jet,460,340,[3],[0.025    0.975    0.025    0.7357   0.025    0.237137]
m1196,Jet,804,523,[3],[0.025    0.975    0.025    0.676429 0.025    0.228142]
m1197,Jet,484,235,[3],[0.025    0.685476 0.025    0.248929 0.025    0.975   ]
m1198,Jet,462,224,[3],[0.025    0.664898 0.025    0.239022 0.025    0.975   ]
m1199,Jet,1136,602,[3],[0.025    0.975    0.025    0.221184 0.025    0.557698]
m1200,Jet,450,197,[3],[0.025    0.483721 0.025    0.300411 0.025    0.975   ]
m1201,Jet,11310,6769,[3],[0.025    0.975    0.025    0.677761 0.025    0.322062]
m1202,Jet,1332,688,[3],[0.025    0.566055 0.025    0.23369  0.025    0.975   ]
m1204,Jet,588,277,[3],[0.025    0.666722 0.025    0.333278 0.025    0.975   ]
m1205,Jet,556,369,[3],[0.025    0.975    0.025    0.774295 0.025    0.21695 ]
m1207,Jet,669,412,[3],[0.025    0.975    0.025    0.14863  0.025    0.382877]
m1208,Jet,519,308,[3],[0.025    0.718596 0.025    0.21885  0.025    0.975   ]
m1209,Jet,480,244,[3],[0.025    0.93665  0.025    0.275186 0.025    0.975   ]
m1210,Jet,1145,577,[3],[0.025    0.67786  0.025    0.225975 0.025    0.975   ]
m1211,Jet,852,486,[3],[0.025    0.918098 0.025    0.317775 0.025    0.975   ]
m1212,Jet,2513,1173,[3],[0.025    0.625576 0.025    0.318204 0.025    0.975   ]
m1213,Jet,504,254,[3],[0.025   0.45763 0.025   0.17575 0.025   0.975  ]
m1214,Jet,1752,887,[3],[0.025    0.622627 0.025    0.222624 0.025    0.975   ]
m1215,Jet,308,162,[3],[0.025    0.24166  0.025    0.694913 0.025    0.975   ]
m1216,Jet,1754,879,[3],[0.025    0.669863 0.025    0.221374 0.025    0.975   ]
m1217,Jet,594,305,[3],[0.025    0.606575 0.025    0.27319  0.025    0.975   ]
m1218,Jet,400,274,[3],[0.025    0.692906 0.025    0.226508 0.025    0.975   ]
m1219,Jet,364,185,[3],[0.025    0.177789 0.025    0.727486 0.025    0.975   ]
m1220,Jet,862,437,[3],[0.025    0.67343  0.025    0.231674 0.025    0.975   ]
m1221,Jet,688,372,[3],[0.025    0.975    0.025    0.846538 0.025    0.219139]
m1222,Jet,612,332,[3],[0.025    0.975    0.025    0.895296 0.025    0.383768]
m1223,Jet,2230,1117,[3],[0.025    0.685618 0.025    0.215578 0.025    0.975   ]
m1224,Jet,944,559,[3],[0.025    0.975    0.025    0.436667 0.025    0.164967]
m1225,Jet,340,183,[3],[0.025    0.975    0.025    0.731328 0.025    0.180143]
m1226,Jet,318,161,[3],[0.025    0.975    0.025    0.254792 0.025    0.504379]
m1227,Jet,324,265,[3],[0.025    0.975    0.025    0.768503 0.025    0.158925]
m1228,Jet,368,329,[3],[0.025    0.975    0.025    0.705579 0.025    0.16931 ]
m1229,Jet,6422,3388,[3],[0.025    0.501292 0.025    0.975    0.025    0.225043]
m1230,Jet,4325,2360,[3],[0.025    0.975    0.025    0.614959 0.025    0.311299]
m1231,Jet,130,79,[3],[0.025    0.635711 0.025    0.194645 0.025    0.975   ]
m1232,Jet,418,203,[3],[0.025    0.949324 0.025    0.242387 0.025    0.975   ]
m1233,Jet,516,233,[3],[0.025  0.5125 0.025  0.2625 0.025  0.975 ]
m1234,Jet,492,236,[3],[0.025    0.852419 0.025    0.234919 0.025    0.975   ]
m1235,Jet,376,193,[3],[0.025    0.975    0.025    0.238805 0.025    0.94855 ]
m1236,Jet,828,396,[3],[0.025    0.662817 0.025    0.218923 0.025    0.975   ]
m1237,Jet,480,212,[3],[0.025    0.975    0.025    0.30889  0.025    0.936937]
m1238,Jet,396,196,[3],[0.025    0.507877 0.025    0.247735 0.025    0.975   ]
m1239,Jet,676,428,[3],[0.025    0.975    0.025    0.768339 0.025    0.24777 ]
m1240,Jet,378,182,[3],[0.025    0.861905 0.025    0.293601 0.025    0.975   ]
m1241,Jet,720,480,[3],[0.025    0.975    0.025    0.703854 0.025    0.263759]
m1242,Jet,608,380,[3],[0.025    0.975    0.025    0.594074 0.029577 0.235287]
m1243,Jet,596,282,[3],[0.025   0.67727 0.025   0.24856 0.025   0.975  ]
m1245,Jet,426,215,[3],[0.025    0.975    0.025    0.312895 0.025    0.749336]
m1246,Jet,784,366,[3],[0.025    0.811475 0.025    0.332582 0.025    0.975   ]
m1247,Jet,1546,777,[3],[0.025    0.680532 0.025    0.338948 0.025    0.975   ]
m1248,Jet,558,296,[3],[0.025    0.975    0.025    0.388585 0.025    0.634879]
m1249,Jet,616,310,[3],[0.025    0.975    0.025    0.630429 0.025    0.381167]
m1250,Jet,4970,2539,[3],[0.025    0.874905 0.025    0.225855 0.025    0.975   ]
m1251,Jet,2237,1198,[3],[0.025    0.663453 0.025    0.309501 0.025    0.975   ]
m1252,Jet,4854,3072,[3],[0.025    0.975    0.025    0.604361 0.025    0.239457]
m1253,Jet,476,348,[3],[0.025    0.975    0.025    0.715337 0.025    0.231058]
m1255,Jet,6441,3167,[3],[0.025    0.975    0.025    0.246725 0.025    0.50787 ]
m1256,Jet,18363,9398,[3],[0.025    0.477636 0.025    0.136758 0.025    0.975   ]
m1257,Jet,17370,8812,[3],[0.025    0.477636 0.025    0.975    0.025    0.136758]
m1258,Jet,3588,2178,[3],[0.025    0.697772 0.025    0.283484 0.025    0.975   ]
m1259,Jet,11310,6769,[3],[0.025    0.975    0.025    0.677761 0.025    0.322062]
m1260,Jet,14563,6906,[3],[0.025    0.975    0.025    0.343613 0.025    0.593564]
m1261,Jet,652,431,[3],[0.025    0.975    0.025    0.719979 0.025    0.249154]
m1262,Jet,1032,646,[3],[0.025    0.975    0.025    0.654949 0.025    0.227855]
m1263,Jet,2092,1244,[3],[0.025    0.975    0.025    0.918087 0.025    0.273664]
m1264,Jet,1996,1144,[3],[0.025    0.857277 0.025    0.975    0.025    0.248069]
m1265,Jet,680,423,[3],[0.025    0.975    0.025    0.149523 0.025    0.383441]
m1266,Jet,5808,3408,[3],[0.025    0.975    0.025    0.685512 0.025    0.200851]
m1267,Jet,335,230,[3],[0.025    0.975    0.025    0.906445 0.025    0.188165]
m1268,Jet,376,240,[3],[0.025    0.571529 0.025    0.975    0.025    0.105528]
m1269,Jet,272,230,[3],[0.025    0.528319 0.025    0.975    0.025    0.102679]
m1270,Jet,452,295,[3],[0.025    0.448754 0.025    0.975    0.025    0.12963 ]
m1271,Jet,524,328,[3],[0.025    0.449345 0.025    0.975    0.025    0.168981]
m1273,Jet,924,475,[3],[0.025    0.975    0.025    0.547667 0.025    0.148437]
m1274,Jet,684,426,[3],[0.025    0.651634 0.025    0.975    0.025    0.156416]
m1275,Jet,272,204,[3],[0.025    0.55428  0.025    0.975    0.025    0.176995]
m1276,Jet,256,236,[3],[0.025    0.431339 0.025    0.975    0.025    0.107863]
m1277,Jet,4224,2239,[3],[0.025279 0.47961  0.025    0.975    0.027794 0.118603]
m1278,Jet,4344,2304,[3],[0.025    0.468886 0.025    0.975    0.025    0.150699]
m1279,Jet,1204,734,[3],[0.025    0.455168 0.025    0.975    0.025    0.160655]
m1280,Jet,324,249,[3],[0.025    0.447754 0.025    0.975    0.025    0.136879]
m1281,Jet,692,415,[3],[0.025    0.560756 0.025    0.975    0.025    0.110583]
m1282,Jet,608,368,[3],[0.025    0.689896 0.025    0.975    0.025    0.126465]
m1283,Jet,368,275,[3],[0.025    0.542551 0.025    0.975    0.030271 0.196045]
m1284,Jet,11608,6334,[3],[0.025    0.44402  0.025    0.165302 0.025    0.975   ]
m1285,Jet,1408,802,[3],[0.025    0.383862 0.025    0.352986 0.025    0.975   ]
m1286,Jet,428,334,[3],[0.025    0.584867 0.025    0.975    0.025    0.139   ]
m1287,Jet,1188,714,[3],[0.025    0.468476 0.025    0.975    0.025    0.115832]
m1288,Jet,2674,1502,[3],[0.025    0.690907 0.025    0.975    0.025    0.240696]
m1289,Jet,9746,5078,[3],[0.048993 0.740259 0.025    0.975    0.025    0.235926]
m1290,Jet,372,279,[3],[0.025    0.480234 0.025    0.975    0.025    0.132589]
m1291,Jet,444,272,[3],[0.025    0.612934 0.025    0.975    0.025    0.185769]
m1292,Jet,5036,2911,[3],[0.025    0.671475 0.025    0.975    0.025    0.210654]
m1293,Jet,1540,906,[3],[0.025    0.667647 0.025    0.975    0.025    0.221163]
m1294,Jet,352,257,[3],[0.025   0.43938 0.025   0.975   0.025   0.11004]
m1295,Jet,244,204,[3],[0.025    0.500033 0.025    0.975    0.025    0.068777]
m1296,Jet,408,250,[3],[0.428995 0.937519 0.025    0.975    0.025    0.129821]
m1297,Jet,1044,640,[3],[0.064148 0.339672 0.025    0.975    0.045067 0.089214]
m1298,Jet,542,301,[3],[0.025    0.726536 0.025    0.315065 0.025    0.975   ]
m1299,Jet,264,210,[3],[0.025    0.632283 0.025    0.5868   0.025    0.975   ]
m1300,Jet,76,39,[3],[0.025    0.723517 0.025    0.173779 0.025    0.975   ]
m1301,Jet,144,74,[3],[0.025    0.64902  0.025    0.136765 0.025    0.975   ]
D01015,Knife,6330,886,[3],[-0.157745  0.966448 -0.662873  2.667893 -0.01905   0.06985 ]
D01025,Knife,1314,208,[3],[ 1.774911 11.114611  7.311093  9.347743 -0.402575  0.637525]
D01032,Knife,3336,560,[3],[-0.113     0.248835 -0.012206  0.008206  0.        0.055113]
D01051,Knife,4839,683,[3],[-0.        0.42     -0.010991  0.010991 -0.001182  0.04    ]
D01054,Knife,780,130,[3],[ 0.003574  0.210224 -0.033018  0.003715  0.        0.003175]
D01057,Knife,1146,184,[3],[-0.010521  0.010521  0.        0.431865 -0.040262  0.016401]
D01063,Knife,5346,885,[3],[-0.00101   0.4191   -0.024724  0.025279  0.022117  0.082435]
D01075,Knife,4374,726,[3],[-0.27305   0.4699    0.       11.342797  0.        7.014756]
D01077,Knife,1980,334,[3],[-61.420729  51.1937    -0.150406  20.596342   9.1186    14.1986  ]
D01107,Knife,5823,976,[3],[-0.237856 -0.02193   0.089163  0.101532  0.789931  0.831313]
D01119,Knife,654,113,[3],[-0.038603 -0.000104 -0.037054  0.032573  0.002431  0.005288]
D01120,Knife,798,132,[3],[ 1.6094    2.068283 -4.32433  -0.26668  -0.1143    0.10795 ]
D01132,Knife,5913,1058,[3],[ 0.054946  0.404987  0.061361  0.124894 -0.010998  0.006745]
D01150,Knife,1704,287,[3],[ 0.357621  3.550874 -0.13926   4.40734   0.076647 26.5303  ]
D01160,Knife,1686,270,[3],[0.037618 0.48664  0.125524 0.223653 0.587375 0.61595 ]
D01168,Knife,4152,692,[3],[ 1.540613  4.335104  3.522268  4.492632 -0.1778    0.      ]
D01174,Knife,4794,808,[3],[0.178714 3.833533 0.460678 0.901198 0.1397   0.24765 ]
D01175,Knife,498,87,[3],[ 0.150967  0.7309   -0.27264   0.244003  0.        0.044   ]
D01187,Knife,1974,422,[3],"[16962.545036 28346.939381 13182.377609 31010.106228     0.
   569.735899]"
D01189,Knife,846,131,[3],[0.074995 0.122721 0.034983 0.354732 0.       0.0127  ]
m722,Knife,1520,812,[3],[0.025    0.093151 0.025    0.174508 0.025    0.975   ]
m723,Knife,10136,5076,[3],[0.025    0.352382 0.025    0.088438 0.025    0.975   ]
m724,Knife,516,262,[3],[0.025    0.975    0.025    0.154306 0.025    0.106656]
m725,Knife,516,262,[3],[0.025    0.975    0.025    0.269783 0.025    0.087234]
m726,Knife,817,417,[3],[0.025   0.06534 0.025   0.31723 0.025   0.975  ]
m727,Knife,1346,681,[3],[0.025    0.442857 0.025    0.975    0.025    0.081071]
m728,Knife,818,463,[3],[0.025    0.125536 0.025    0.31855  0.025    0.975   ]
D00017,MilitaryVehicle,49148,27719,[3],[-0.83624   0.707405 -0.486638  0.592129 -0.307567  0.256001]
D00051,MilitaryVehicle,1624,855,[3],[-1.17002   0.696292 -0.608059  0.732167 -0.513554  0.34083 ]
D00100,MilitaryVehicle,5588,3225,[3],[-0.96392   0.731249 -0.536702  0.547387 -0.705428  0.602465]
D00173,MilitaryVehicle,24950,17299,[3],[-0.974003  0.948539 -0.362107  0.51637  -0.632577  0.42926 ]
D00272,MilitaryVehicle,30266,15903,[3],[-0.986577  0.774326 -0.507907  0.405604 -0.418464  0.211603]
D00334,MilitaryVehicle,9976,20392,[3],[-0.560917  1.07817  -0.308145  0.354905 -0.206032  0.435779]
D00458,MilitaryVehicle,34011,17962,[3],[-0.837222  0.958094 -0.430807  0.463285 -0.352818  0.318154]
D00529,MilitaryVehicle,74093,38226,[3],[-0.689553  0.990641 -0.296937  0.407292 -0.679688  0.2944  ]
D00577,MilitaryVehicle,42389,25763,[3],[-0.85815   0.951074 -0.355557  0.577245 -0.473456  0.421224]
D00611,MilitaryVehicle,4483,2625,[3],[-0.908293  0.911727 -0.410172  0.387056 -0.271143  0.394438]
D00723,MilitaryVehicle,25582,16287,[3],[-0.942214  0.888685 -0.399968  0.519824 -0.457102  0.331076]
D00761,MilitaryVehicle,15408,7768,[3],[-0.922278  0.751932 -0.382327  0.385562 -0.43994   0.636184]
D00778,MilitaryVehicle,7133,4449,[3],[-0.830794  0.78003  -0.312142  0.322464 -0.51474   0.276175]
D00799,MilitaryVehicle,1342,719,[3],[-0.685841  1.09352  -0.694964  0.774278 -0.370122  0.159248]
D00801,MilitaryVehicle,69397,38911,[3],[-0.956805  0.62833  -0.292924  0.219907 -0.432841  0.252228]
D00918,MilitaryVehicle,25812,13914,[3],[-0.949205  0.906026 -0.479578  0.684576 -0.285118  0.634273]
D00932,MilitaryVehicle,17224,10050,[3],[-0.952886  0.768164 -0.42808   0.594246 -0.344615  0.622693]
D00933,MilitaryVehicle,16891,13652,[3],[-0.610985  1.01956  -0.294837  0.314281 -0.203635  0.473183]
D00952,MilitaryVehicle,19260,11929,[3],[-0.766985  0.817703 -0.578725  0.699645 -0.692033  0.345766]
D00971,MilitaryVehicle,11866,7344,[3],[-0.653324  1.00185  -0.348283  0.36262  -0.323094  0.322784]
D00007,Monitor,2568,1552,[3],[-1.04744   0.827542 -0.981066  0.775356 -0.445994  0.288835]
D00141,Monitor,3200,1712,[3],[-0.633022  0.995261 -0.797377  0.965054 -0.487189  0.266302]
D00229,Monitor,4986,2929,[3],[-0.569487  1.00619  -0.807306  0.635025 -0.423409  0.386586]
D00336,Monitor,15561,9494,[3],[-0.994759  0.854925 -0.905079  0.701724 -0.790482  0.819336]
D00339,Monitor,2375,1396,[3],[-0.530858  0.824603 -0.635985  0.663914 -0.114764  0.394038]
D00364,Monitor,30258,14887,[3],[-0.921011  0.62895  -0.556375  1.07042  -0.829341  0.675112]
D00387,Monitor,37916,20399,[3],[-0.778405  1.02428  -0.762238  0.943545 -0.196281  0.158471]
D00391,Monitor,3488,1812,[3],[-0.866177  1.02537  -0.702046  0.634573 -0.177661  0.203269]
D00412,Monitor,4890,3149,[3],[-1.17501   0.486995 -0.771459  0.874892 -0.375909  0.365203]
D00444,Monitor,19638,10283,[3],[-0.968978  0.802904 -0.835917  0.613926 -0.523531  0.187307]
D00469,Monitor,444,230,[3],[-0.592973  1.16525  -0.953622  0.790641 -0.658623  0.913319]
D00548,Monitor,883,464,[3],[-0.825768  1.10906  -0.708906  0.94581  -0.212115  0.286457]
D00659,Monitor,294,171,[3],[-0.56154   1.14164  -0.787957  0.701244 -0.850963  0.583626]
D00852,Monitor,11989,6196,[3],[-0.644759  0.871323 -0.729475  0.724666 -0.820066  0.490456]
D00863,Monitor,39768,21122,[3],[-0.634402  0.838458 -0.703741  0.638702 -0.501447  0.164216]
D00915,Monitor,9779,5124,[3],[-1.04248   0.547429 -1.20218   0.388465 -0.413366  0.378484]
D00919,Monitor,2118,1551,[3],[-0.6975    0.857802 -0.709662  0.525574 -0.588155  0.221191]
D00920,Monitor,908,1315,[3],[-0.658699  1.11174  -0.958221  0.331279 -0.206781  0.237776]
D00978,Monitor,33161,16566,[3],[-0.743205  0.982002 -0.77829   0.779547 -0.468857  0.923939]
D01000,Monitor,35688,29914,[3],[-0.970835  0.875586 -1.25733   0.513697 -0.193641  0.257667]
D00011,Monoplane,1032,597,[3],[-1.04299   0.759531 -0.984635  1.00171  -0.255354  0.210928]
D00019,Monoplane,1578,837,[3],[-1.05211   0.720002 -0.968376  0.997828 -0.142717  0.209466]
D00043,Monoplane,556,338,[3],[-0.983905  0.780939 -0.892229  0.886787 -0.137708  0.310427]
D00098,Monoplane,374,238,[3],[-0.743406  0.986698 -0.913099  0.879603 -0.289175  0.125429]
D00167,Monoplane,1000,593,[3],[-0.963204  0.973855 -0.332393  0.321536 -0.111441  0.068975]
D00169,Monoplane,4146,2983,[3],[-1.18663   0.722234 -0.841492  0.826499 -0.151996  0.197693]
D00262,Monoplane,868,524,[3],[-0.784459  0.938899 -0.487582  0.494195 -0.144615  0.273421]
D00301,Monoplane,2088,1264,[3],[-1.02849   0.750731 -0.62874   0.629994 -0.142334  0.130723]
D00304,Monoplane,2704,1521,[3],[-1.07151   0.684274 -0.608389  0.312835 -0.154208  0.247232]
D00319,Monoplane,1862,1066,[3],[-0.915675  0.83571  -0.717452  0.855586 -0.111025  0.322297]
D00402,Monoplane,668,393,[3],[-0.914696  0.98928  -0.796746  0.755449 -0.166896  0.150598]
D00482,Monoplane,2768,1672,[3],[-0.616611  0.71067  -0.978597  0.983043 -0.200243  0.154089]
D00617,Monoplane,14840,7440,[3],[-1.11851   0.732531 -1.04728   0.895739 -0.152073  0.352573]
D00688,Monoplane,10232,5849,[3],[-0.85044   0.574102 -0.991503  0.995217 -0.231137  0.126262]
D00798,Monoplane,4152,2337,[3],[-0.995713  0.623013 -0.693868  0.448289 -0.098262  0.303646]
D00840,Monoplane,4872,2512,[3],[-0.814967  0.977381 -0.93704   0.866211 -0.183993  0.13735 ]
D00864,Monoplane,1061,627,[3],[-0.672871  0.559821 -0.88147   0.889466 -0.126342  0.285313]
D00925,Monoplane,1344,713,[3],[-0.702113  0.936308 -0.970438  0.981183 -0.257026  0.116642]
D00963,Monoplane,1328,790,[3],[-0.98504   0.991529 -0.519261  0.473698 -0.131421  0.091972]
D00995,Monoplane,940,586,[3],[-1.00277   0.966309 -0.539285  0.429996 -0.053564  0.186259]
D00021,Motorcycle,18238,9543,[3],[-0.782274  0.963886 -0.599836  0.58957  -0.446144  0.338896]
D00039,Motorcycle,36384,18315,[3],[-0.873376  0.850259 -0.698634  0.562127 -0.365164  0.375466]
D00054,Motorcycle,9454,5300,[3],[-0.818564  0.928797 -0.521296  0.765906 -0.166306  0.75693 ]
D00224,Motorcycle,7453,3920,[3],[-0.990282  0.837545 -0.623514  0.439533 -0.37114   0.382465]
D00269,Motorcycle,5544,3061,[3],[-0.993199  0.813776 -0.546921  0.530591 -0.388648  0.361903]
D00288,Motorcycle,12510,6697,[3],[-0.943839  0.971983 -0.468998  0.448304 -0.309581  0.301947]
